id,day_order_num,p0,p1,p2,json,timestamp,date
267,14,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T11:20:41.100Z""}",13:20:41.112255,20.08.2023
268,15,0,1,0,"{""0"":0,""1"":1,""2"":0,""timestamp"":""2023-08-20T11:26:23.373Z""}",13:26:23.380185,20.08.2023
269,16,0,0,2,"{""0"":0,""1"":0,""2"":2,""timestamp"":""2023-08-20T11:27:45.329Z""}",13:27:45.336132,20.08.2023
270,17,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T11:28:35.445Z""}",13:28:35.451651,20.08.2023
271,18,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T11:34:21.030Z""}",13:34:21.038062,20.08.2023
272,19,2,0,0,"{""0"":2,""1"":0,""2"":0,""timestamp"":""2023-08-20T11:36:30.565Z""}",13:36:30.571918,20.08.2023
273,20,0,1,1,"{""0"":0,""1"":1,""2"":1,""timestamp"":""2023-08-20T11:37:01.633Z""}",13:37:01.640752,20.08.2023
274,21,1,1,0,"{""0"":1,""1"":1,""2"":0,""timestamp"":""2023-08-20T11:39:46.661Z""}",13:39:46.674543,20.08.2023
275,22,1,0,1,"{""0"":1,""1"":0,""2"":1,""timestamp"":""2023-08-20T11:41:24.157Z""}",13:41:24.164464,20.08.2023
276,23,0,1,0,"{""0"":0,""1"":1,""2"":0,""timestamp"":""2023-08-20T11:53:22.177Z""}",13:53:22.184228,20.08.2023
277,24,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-20T11:53:38.964Z""}",13:53:38.976239,20.08.2023
278,25,1,1,0,"{""0"":1,""1"":1,""2"":0,""timestamp"":""2023-08-20T11:56:47.518Z""}",13:56:47.531143,20.08.2023
279,26,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-20T12:42:29.494Z""}",14:42:29.501689,20.08.2023
280,27,1,1,0,"{""0"":1,""1"":1,""2"":0,""timestamp"":""2023-08-20T13:03:43.959Z""}",15:03:43.967630,20.08.2023
281,28,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-20T13:32:06.825Z""}",15:32:06.831739,20.08.2023
282,29,2,0,0,"{""0"":2,""1"":0,""2"":0,""timestamp"":""2023-08-20T13:37:52.581Z""}",15:37:52.592656,20.08.2023
283,30,2,0,0,"{""0"":2,""1"":0,""2"":0,""timestamp"":""2023-08-20T14:15:51.658Z""}",16:15:51.667449,20.08.2023
284,31,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T14:22:35.769Z""}",16:22:35.776888,20.08.2023
285,32,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-20T14:29:48.964Z""}",16:29:48.971822,20.08.2023
286,33,0,0,2,"{""0"":0,""1"":0,""2"":2,""timestamp"":""2023-08-20T14:33:05.171Z""}",16:33:05.179018,20.08.2023
287,34,0,1,1,"{""0"":0,""1"":1,""2"":1,""timestamp"":""2023-08-20T14:39:00.089Z""}",16:39:00.095889,20.08.2023
288,35,2,0,0,"{""0"":2,""1"":0,""2"":0,""timestamp"":""2023-08-20T14:42:11.589Z""}",16:42:11.600733,20.08.2023
289,36,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T14:42:59.057Z""}",16:42:59.063279,20.08.2023
290,37,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-20T14:44:33.473Z""}",16:44:33.480390,20.08.2023
291,38,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-20T14:44:53.513Z""}",16:44:53.520090,20.08.2023
292,39,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-20T14:49:59.977Z""}",16:49:59.985248,20.08.2023
293,40,0,1,1,"{""0"":0,""1"":1,""2"":1,""timestamp"":""2023-08-20T14:50:35.349Z""}",16:50:35.355844,20.08.2023
294,41,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-20T14:51:02.365Z""}",16:51:02.372714,20.08.2023
295,42,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T15:01:50.961Z""}",17:01:50.967778,20.08.2023
296,43,1,0,1,"{""0"":1,""1"":0,""2"":1,""timestamp"":""2023-08-20T15:02:27.669Z""}",17:02:27.677413,20.08.2023
297,44,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T15:15:19.097Z""}",17:15:19.103869,20.08.2023
298,45,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-20T15:19:23.209Z""}",17:19:23.216267,20.08.2023
299,46,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T15:22:04.669Z""}",17:22:04.675685,20.08.2023
300,47,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T15:22:35.137Z""}",17:22:35.144104,20.08.2023
301,48,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T15:31:20.101Z""}",17:31:20.108084,20.08.2023
302,49,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-20T15:39:38.953Z""}",17:39:38.960346,20.08.2023
303,50,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T16:06:09.307Z""}",18:06:09.318848,20.08.2023
304,51,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T16:14:40.029Z""}",18:14:40.036662,20.08.2023
305,52,1,0,1,"{""0"":1,""1"":0,""2"":1,""timestamp"":""2023-08-20T16:28:09.901Z""}",18:28:09.908831,20.08.2023
306,53,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T16:41:15.158Z""}",18:41:15.165177,20.08.2023
307,54,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T16:42:47.382Z""}",18:42:47.395382,20.08.2023
308,55,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T16:49:45.265Z""}",18:49:45.272671,20.08.2023
309,56,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-20T16:50:52.153Z""}",18:50:52.161114,20.08.2023
310,57,2,0,0,"{""0"":2,""1"":0,""2"":0,""timestamp"":""2023-08-20T16:55:25.773Z""}",18:55:25.780094,20.08.2023
311,58,3,0,0,"{""0"":3,""1"":0,""2"":0,""timestamp"":""2023-08-20T16:55:40.538Z""}",18:55:40.544573,20.08.2023
312,59,1,0,1,"{""0"":1,""1"":0,""2"":1,""timestamp"":""2023-08-20T16:58:08.457Z""}",18:58:08.464387,20.08.2023
313,60,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T17:15:26.949Z""}",19:15:26.956833,20.08.2023
314,61,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T17:19:28.161Z""}",19:19:28.168302,20.08.2023
315,62,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T17:25:03.581Z""}",19:25:03.588652,20.08.2023
316,63,0,0,2,"{""0"":0,""1"":0,""2"":2,""timestamp"":""2023-08-20T17:34:49.121Z""}",19:34:49.129795,20.08.2023
317,64,0,1,1,"{""0"":0,""1"":1,""2"":1,""timestamp"":""2023-08-20T17:36:25.105Z""}",19:36:25.112199,20.08.2023
318,65,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T17:37:27.321Z""}",19:37:27.328193,20.08.2023
319,66,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T17:38:12.701Z""}",19:38:12.707694,20.08.2023
320,67,0,0,3,"{""0"":0,""1"":0,""2"":3,""timestamp"":""2023-08-20T17:45:39.609Z""}",19:45:39.616359,20.08.2023
321,68,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T17:46:07.641Z""}",19:46:07.648250,20.08.2023
322,69,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-20T17:46:34.329Z""}",19:46:34.336506,20.08.2023
323,70,0,1,0,"{""0"":0,""1"":1,""2"":0,""timestamp"":""2023-08-20T17:47:31.313Z""}",19:47:31.324406,20.08.2023
324,71,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-20T17:47:56.780Z""}",19:47:56.787548,20.08.2023
325,72,1,1,0,"{""0"":1,""1"":1,""2"":0,""timestamp"":""2023-08-20T17:48:29.889Z""}",19:48:29.896233,20.08.2023
326,73,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T17:54:07.257Z""}",19:54:07.263690,20.08.2023
327,74,1,1,0,"{""0"":1,""1"":1,""2"":0,""timestamp"":""2023-08-20T18:01:40.401Z""}",20:01:40.408321,20.08.2023
328,75,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T18:03:39.745Z""}",20:03:39.753136,20.08.2023
329,76,1,0,1,"{""0"":1,""1"":0,""2"":1,""timestamp"":""2023-08-20T18:08:59.093Z""}",20:08:59.100339,20.08.2023
330,77,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T18:10:18.961Z""}",20:10:18.967342,20.08.2023
331,78,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T18:11:25.589Z""}",20:11:25.597497,20.08.2023
332,79,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-20T18:16:08.129Z""}",20:16:08.139101,20.08.2023
333,80,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T18:19:51.349Z""}",20:19:51.360172,20.08.2023
334,81,0,0,2,"{""0"":0,""1"":0,""2"":2,""timestamp"":""2023-08-20T18:20:54.777Z""}",20:20:54.783371,20.08.2023
335,82,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T18:24:08.133Z""}",20:24:08.140680,20.08.2023
336,83,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T18:24:27.578Z""}",20:24:27.589113,20.08.2023
337,84,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T18:24:49.962Z""}",20:24:49.969369,20.08.2023
338,85,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T18:25:15.753Z""}",20:25:15.763392,20.08.2023
339,86,0,1,0,"{""0"":0,""1"":1,""2"":0,""timestamp"":""2023-08-20T18:32:28.601Z""}",20:32:28.607891,20.08.2023
340,87,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T18:39:01.526Z""}",20:39:01.534172,20.08.2023
341,88,1,0,1,"{""0"":1,""1"":0,""2"":1,""timestamp"":""2023-08-20T18:39:55.197Z""}",20:39:55.204773,20.08.2023
342,89,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T18:41:37.053Z""}",20:41:37.064396,20.08.2023
343,90,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T18:52:16.665Z""}",20:52:16.672372,20.08.2023
344,91,0,1,1,"{""0"":0,""1"":1,""2"":1,""timestamp"":""2023-08-20T18:52:36.133Z""}",20:52:36.141236,20.08.2023
345,92,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T18:58:36.225Z""}",20:58:36.231973,20.08.2023
346,93,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T20:00:43.214Z""}",22:00:43.224524,20.08.2023
347,94,0,1,0,"{""0"":0,""1"":1,""2"":0,""timestamp"":""2023-08-20T20:15:07.910Z""}",22:15:07.920889,20.08.2023
348,95,0,1,0,"{""0"":0,""1"":1,""2"":0,""timestamp"":""2023-08-20T20:17:26.461Z""}",22:17:26.468295,20.08.2023
349,96,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-20T20:18:17.197Z""}",22:18:17.204030,20.08.2023
350,1,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-21T16:14:57.582Z""}",18:14:57.596278,21.08.2023
351,2,2,0,0,"{""0"":2,""1"":0,""2"":0,""timestamp"":""2023-08-21T16:29:04.576Z""}",18:29:04.587068,21.08.2023
352,3,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-21T16:30:03.909Z""}",18:30:03.916212,21.08.2023
353,4,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-21T16:31:08.384Z""}",18:31:08.391661,21.08.2023
354,5,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-21T16:31:32.702Z""}",18:31:32.714181,21.08.2023
355,6,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-21T16:31:44.578Z""}",18:31:44.586424,21.08.2023
356,7,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-21T16:32:47.297Z""}",18:32:47.309034,21.08.2023
357,8,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-21T16:34:03.449Z""}",18:34:03.456530,21.08.2023
358,9,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-21T16:35:59.037Z""}",18:35:59.043598,21.08.2023
359,10,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-21T16:36:09.388Z""}",18:36:09.398722,21.08.2023
360,11,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-21T16:54:04.253Z""}",18:54:04.259946,21.08.2023
361,12,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-21T16:54:34.108Z""}",18:54:34.116502,21.08.2023
362,13,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-21T16:55:19.465Z""}",18:55:19.471202,21.08.2023
363,14,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-21T17:00:48.897Z""}",19:00:48.904218,21.08.2023
364,15,0,1,0,"{""0"":0,""1"":1,""2"":0,""timestamp"":""2023-08-21T17:02:32.800Z""}",19:02:32.807143,21.08.2023
365,16,1,0,1,"{""0"":1,""1"":0,""2"":1,""timestamp"":""2023-08-21T17:03:36.573Z""}",19:03:36.579883,21.08.2023
366,17,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-21T17:13:14.124Z""}",19:13:14.132832,21.08.2023
367,18,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-21T17:14:51.269Z""}",19:14:51.280969,21.08.2023
368,19,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-21T17:20:08.609Z""}",19:20:08.615515,21.08.2023
369,20,0,1,0,"{""0"":0,""1"":1,""2"":0,""timestamp"":""2023-08-21T17:20:58.505Z""}",19:20:58.512206,21.08.2023
370,21,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-21T17:21:37.397Z""}",19:21:37.409219,21.08.2023
371,22,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-21T17:21:56.281Z""}",19:21:56.287656,21.08.2023
372,23,0,1,0,"{""0"":0,""1"":1,""2"":0,""timestamp"":""2023-08-21T17:23:49.057Z""}",19:23:49.063605,21.08.2023
373,24,2,1,1,"{""0"":2,""1"":1,""2"":1,""timestamp"":""2023-08-21T17:26:13.201Z""}",19:26:13.207320,21.08.2023
374,25,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-21T17:27:32.530Z""}",19:27:32.538118,21.08.2023
375,26,1,1,0,"{""0"":1,""1"":1,""2"":0,""timestamp"":""2023-08-21T17:32:18.225Z""}",19:32:18.232230,21.08.2023
376,27,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-21T17:36:43.160Z""}",19:36:43.167363,21.08.2023
377,28,2,0,1,"{""0"":2,""1"":0,""2"":1,""timestamp"":""2023-08-21T17:37:24.001Z""}",19:37:24.007763,21.08.2023
378,29,2,0,0,"{""0"":2,""1"":0,""2"":0,""timestamp"":""2023-08-21T17:47:57.959Z""}",19:47:57.969625,21.08.2023
379,30,0,1,0,"{""0"":0,""1"":1,""2"":0,""timestamp"":""2023-08-21T17:48:13.325Z""}",19:48:13.334092,21.08.2023
380,31,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-21T17:48:38.536Z""}",19:48:38.543869,21.08.2023
381,32,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-21T17:49:35.213Z""}",19:49:35.220172,21.08.2023
382,33,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-21T17:50:13.756Z""}",19:50:13.769149,21.08.2023
383,34,1,0,1,"{""0"":1,""1"":0,""2"":1,""timestamp"":""2023-08-21T17:55:42.685Z""}",19:55:42.692424,21.08.2023
384,35,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-21T18:01:46.145Z""}",20:01:46.152379,21.08.2023
385,36,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-21T18:10:22.680Z""}",20:10:22.687898,21.08.2023
386,37,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-21T18:11:43.056Z""}",20:11:43.063071,21.08.2023
387,38,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-21T18:12:52.749Z""}",20:12:52.756223,21.08.2023
388,39,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-21T18:13:03.509Z""}",20:13:03.515207,21.08.2023
389,40,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-21T18:13:38.064Z""}",20:13:38.071507,21.08.2023
390,41,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-21T18:14:31.932Z""}",20:14:31.940012,21.08.2023
391,42,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-21T18:16:19.581Z""}",20:16:19.587698,21.08.2023
392,43,3,0,0,"{""0"":3,""1"":0,""2"":0,""timestamp"":""2023-08-21T18:17:24.023Z""}",20:17:24.031813,21.08.2023
393,44,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-21T18:33:48.032Z""}",20:33:48.039193,21.08.2023
394,45,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-21T18:39:33.720Z""}",20:39:33.727062,21.08.2023
395,46,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-21T18:42:39.953Z""}",20:42:39.959976,21.08.2023
396,47,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-21T18:46:01.153Z""}",20:46:01.159774,21.08.2023
397,48,1,1,0,"{""0"":1,""1"":1,""2"":0,""timestamp"":""2023-08-21T18:54:29.145Z""}",20:54:29.151216,21.08.2023
398,49,0,1,0,"{""0"":0,""1"":1,""2"":0,""timestamp"":""2023-08-21T18:58:26.189Z""}",20:58:26.195187,21.08.2023
399,50,0,1,0,"{""0"":0,""1"":1,""2"":0,""timestamp"":""2023-08-21T19:01:53.444Z""}",21:01:53.451580,21.08.2023
400,51,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-21T19:06:31.092Z""}",21:06:31.100262,21.08.2023
401,52,2,2,2,"{""0"":2,""1"":2,""2"":2,""timestamp"":""2023-08-21T19:10:44.117Z""}",21:10:44.125227,21.08.2023
402,53,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-21T19:14:53.784Z""}",21:14:53.791350,21.08.2023
403,54,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-21T19:20:47.373Z""}",21:20:47.380049,21.08.2023
404,55,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-21T19:25:45.589Z""}",21:25:45.595589,21.08.2023
405,56,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-21T19:27:03.629Z""}",21:27:03.635684,21.08.2023
406,57,1,0,1,"{""0"":1,""1"":0,""2"":1,""timestamp"":""2023-08-21T19:35:00.852Z""}",21:35:00.859314,21.08.2023
407,58,2,0,0,"{""0"":2,""1"":0,""2"":0,""timestamp"":""2023-08-21T19:55:29.646Z""}",21:55:29.655561,21.08.2023
408,59,0,1,0,"{""0"":0,""1"":1,""2"":0,""timestamp"":""2023-08-21T19:55:49.909Z""}",21:55:49.916192,21.08.2023
409,60,2,0,0,"{""0"":2,""1"":0,""2"":0,""timestamp"":""2023-08-21T20:12:31.469Z""}",22:12:31.475790,21.08.2023
410,61,0,3,0,"{""0"":0,""1"":3,""2"":0,""timestamp"":""2023-08-21T20:17:27.428Z""}",22:17:27.436114,21.08.2023
411,62,0,0,1,"{""0"":0,""1"":0,""2"":1,""timestamp"":""2023-08-21T20:21:01.093Z""}",22:21:01.100060,21.08.2023
412,63,0,1,0,"{""0"":0,""1"":1,""2"":0,""timestamp"":""2023-08-21T20:33:27.025Z""}",22:33:27.032278,21.08.2023
413,64,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-21T20:35:44.125Z""}",22:35:44.131818,21.08.2023
414,65,1,0,0,"{""0"":1,""1"":0,""2"":0,""timestamp"":""2023-08-21T20:49:57.999Z""}",22:49:58.013167,21.08.2023
418,1,0,0,0,"{""0"":0,""1"":0,""2"":0,""3"":1,""timestamp"":""2023-08-22T15:59:59.066Z""}",17:59:59.074872,22.08.2023
419,2,0,0,0,"{""0"":0,""1"":0,""2"":0,""3"":1,""timestamp"":""2023-08-22T16:07:43.852Z""}",18:07:43.860565,22.08.2023
420,3,0,0,0,"{""0"":0,""1"":0,""2"":0,""3"":1,""timestamp"":""2023-08-22T16:09:08.803Z""}",18:09:08.810321,22.08.2023
421,4,1,0,0,"{""0"":1,""1"":0,""2"":0,""3"":0,""timestamp"":""2023-08-22T16:09:27.046Z""}",18:09:27.053833,22.08.2023
422,5,0,0,1,"{""0"":0,""1"":0,""2"":1,""3"":0,""timestamp"":""2023-08-22T16:12:58.686Z""}",18:12:58.693138,22.08.2023
423,6,0,0,0,"{""0"":0,""1"":0,""2"":0,""3"":1,""timestamp"":""2023-08-22T16:14:18.246Z""}",18:14:18.253031,22.08.2023
424,7,0,0,0,"{""0"":0,""1"":0,""2"":0,""3"":1,""timestamp"":""2023-08-22T16:16:09.564Z""}",18:16:09.574265,22.08.2023
425,8,2,0,0,"{""0"":2,""1"":0,""2"":0,""3"":0,""timestamp"":""2023-08-22T16:19:35.046Z""}",18:19:35.053909,22.08.2023
426,9,0,0,0,"{""0"":0,""1"":0,""2"":0,""3"":1,""timestamp"":""2023-08-22T16:20:35.310Z""}",18:20:35.317350,22.08.2023
427,10,0,0,0,"{""0"":0,""1"":0,""2"":0,""3"":1,""timestamp"":""2023-08-22T16:21:00.040Z""}",18:21:00.047701,22.08.2023
428,11,1,0,0,"{""0"":1,""1"":0,""2"":0,""3"":0,""timestamp"":""2023-08-22T16:28:04.358Z""}",18:28:04.366079,22.08.2023
429,12,0,0,0,"{""0"":0,""1"":0,""2"":0,""3"":1,""timestamp"":""2023-08-22T16:29:20.598Z""}",18:29:20.605378,22.08.2023
430,13,1,0,0,"{""0"":1,""1"":0,""2"":0,""3"":0,""timestamp"":""2023-08-22T16:29:39.000Z""}",18:29:39.007554,22.08.2023
431,14,0,0,0,"{""0"":0,""1"":0,""2"":0,""3"":1,""timestamp"":""2023-08-22T16:33:03.047Z""}",18:33:03.053759,22.08.2023
432,15,1,0,0,"{""0"":1,""1"":0,""2"":0,""3"":0,""timestamp"":""2023-08-22T16:35:51.539Z""}",18:35:51.548483,22.08.2023
433,16,0,0,1,"{""0"":0,""1"":0,""2"":1,""3"":1,""timestamp"":""2023-08-22T16:37:17.718Z""}",18:37:17.725037,22.08.2023
434,17,0,0,0,"{""0"":0,""1"":0,""2"":0,""3"":1,""timestamp"":""2023-08-22T16:37:39.562Z""}",18:37:39.569200,22.08.2023
435,18,0,1,0,"{""0"":0,""1"":1,""2"":0,""3"":0,""timestamp"":""2023-08-22T16:38:30.046Z""}",18:38:30.059119,22.08.2023
436,19,0,1,0,"{""0"":0,""1"":1,""2"":0,""3"":0,""timestamp"":""2023-08-22T16:50:58.970Z""}",18:50:58.978149,22.08.2023
437,20,1,0,0,"{""0"":1,""1"":0,""2"":0,""3"":0,""timestamp"":""2023-08-22T16:51:58.802Z""}",18:51:58.809215,22.08.2023
438,21,0,0,0,"{""0"":0,""1"":0,""2"":0,""3"":2,""timestamp"":""2023-08-22T16:52:09.455Z""}",18:52:09.460992,22.08.2023
439,22,0,0,1,"{""0"":0,""1"":0,""2"":1,""3"":0,""timestamp"":""2023-08-22T16:58:37.375Z""}",18:58:37.382716,22.08.2023
440,23,0,0,0,"{""0"":0,""1"":0,""2"":0,""3"":1,""timestamp"":""2023-08-22T16:59:22.574Z""}",18:59:22.581219,22.08.2023
441,24,0,0,2,"{""0"":0,""1"":0,""2"":2,""3"":0,""timestamp"":""2023-08-22T17:02:56.070Z""}",19:02:56.077880,22.08.2023
442,25,0,0,1,"{""0"":0,""1"":0,""2"":1,""3"":0,""timestamp"":""2023-08-22T17:03:55.286Z""}",19:03:55.294074,22.08.2023
443,26,0,0,0,"{""0"":0,""1"":0,""2"":0,""3"":1,""timestamp"":""2023-08-22T17:04:07.571Z""}",19:04:07.583069,22.08.2023
444,27,1,0,1,"{""0"":1,""1"":0,""2"":1,""3"":1,""timestamp"":""2023-08-22T17:06:01.392Z""}",19:06:01.400517,22.08.2023
445,28,1,0,0,"{""0"":1,""1"":0,""2"":0,""3"":0,""timestamp"":""2023-08-22T17:06:49.538Z""}",19:06:49.545087,22.08.2023
446,29,0,0,1,"{""0"":0,""1"":0,""2"":1,""3"":0,""timestamp"":""2023-08-22T17:07:01.259Z""}",19:07:01.266356,22.08.2023
447,30,1,0,0,"{""0"":1,""1"":0,""2"":0,""3"":0,""timestamp"":""2023-08-22T17:09:05.495Z""}",19:09:05.501857,22.08.2023
448,31,1,0,0,"{""0"":1,""1"":0,""2"":0,""3"":0,""timestamp"":""2023-08-22T17:09:53.664Z""}",19:09:53.673558,22.08.2023
449,32,1,0,0,"{""0"":1,""1"":0,""2"":0,""3"":0,""timestamp"":""2023-08-22T17:10:13.830Z""}",19:10:13.838839,22.08.2023
450,33,1,0,0,"{""0"":1,""1"":0,""2"":0,""3"":0,""timestamp"":""2023-08-22T17:10:50.326Z""}",19:10:50.334783,22.08.2023
451,34,0,1,0,"{""0"":0,""1"":1,""2"":0,""3"":0,""timestamp"":""2023-08-22T17:11:36.430Z""}",19:11:36.442586,22.08.2023
452,35,1,0,0,"{""0"":1,""1"":0,""2"":0,""3"":0,""timestamp"":""2023-08-22T17:12:32.715Z""}",19:12:32.729165,22.08.2023
453,36,1,0,0,"{""0"":1,""1"":0,""2"":0,""3"":0,""timestamp"":""2023-08-22T17:13:24.290Z""}",19:13:24.296721,22.08.2023
454,37,1,0,0,"{""0"":1,""1"":0,""2"":0,""3"":0,""timestamp"":""2023-08-22T17:14:06.975Z""}",19:14:06.982685,22.08.2023
455,38,0,0,0,"{""0"":0,""1"":0,""2"":0,""3"":1,""timestamp"":""2023-08-22T17:17:08.391Z""}",19:17:08.399528,22.08.2023
456,39,0,0,0,"{""0"":0,""1"":0,""2"":0,""3"":3,""timestamp"":""2023-08-22T17:18:34.490Z""}",19:18:34.497691,22.08.2023
457,40,0,1,0,"{""0"":0,""1"":1,""2"":0,""3"":0,""timestamp"":""2023-08-22T17:19:21.087Z""}",19:19:21.094794,22.08.2023
